rank	lexeme_id	cell	system	policy	expected_expanded	expected_printed	source_id	passage	provenance	decision	review_reason
44	synodal:adjective:vechn	adjective:accusative:singular:neuter:inanimate:long:positive	adjective	strict	вѣчное	вѣ́чное	ponomar-elizabeth-bible-2026-08-09	Dan.12.2	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: adjective:accusative:singular:neuter:inanimate:long:positive,adjective:nominative:singular:neuter:inanimate:long:positive
45	synodal:adjective:vechn	adjective:nominative:singular:masculine:inanimate:long:positive	adjective	strict	вѣчный	вѣ́чный	ponomar-elizabeth-bible-2026-08-09	Gal.6.8	exact-attestation	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
46	synodal:adjective:vechn	adjective:nominative:singular:neuter:inanimate:long:positive	adjective	strict	вѣчное	вѣ́чное	ponomar-elizabeth-bible-2026-08-09	Dan.12.2	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: adjective:accusative:singular:neuter:inanimate:long:positive,adjective:nominative:singular:neuter:inanimate:long:positive
47	synodal:verb:byti	aorist:first:plural	aorist	strict	быхомъ	бы́хомъ	ponomar-elizabeth-bible-2026-08-09	Heb.3.14	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
48	synodal:verb:byti	aorist:second:dual	aorist	strict	быста	бы́ста	ponomar-elizabeth-bible-2026-08-09	I_Paral.23.11	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: aorist:second:dual,aorist:third:dual
49	synodal:verb:byti	aorist:second:plural	aorist	strict	бысте	бы́сте	ponomar-elizabeth-bible-2026-08-09	Deut.28.62	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
50	synodal:verb:byti	aorist:second:singular	aorist	strict	бы	бы̀	ponomar-elizabeth-bible-2026-08-09	III_Esdra.7.70	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: aorist:second:singular,aorist:third:singular
51	synodal:verb:byti	aorist:third:dual	aorist	strict	быста	бы́ста	ponomar-elizabeth-bible-2026-08-09	I_Paral.23.11	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: aorist:second:dual,aorist:third:dual
52	synodal:verb:byti	aorist:third:singular	aorist	strict	бы	бы̀	ponomar-elizabeth-bible-2026-08-09	III_Esdra.7.70	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: aorist:second:singular,aorist:third:singular
53	synodal:verb:dati	aorist:first:plural	aorist	strict	дахомъ	да́хомъ	ponomar-elizabeth-bible-2026-08-09	I_Paral.29.14	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
54	synodal:verb:dati	aorist:second:plural	aorist	strict	дасте	да́сте	ponomar-elizabeth-bible-2026-08-09	Gen.47.24	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: aorist:second:plural,present:second:plural
55	synodal:verb:dati	aorist:second:singular	aorist	strict	даде	дадѐ	ponomar-elizabeth-bible-2026-08-09	Acts.3.16	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
56	synodal:verb:dati	aorist:third:plural	aorist	strict	даша	да́ша	ponomar-elizabeth-bible-2026-08-09	Ezek.32.23	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
57	synodal:verb:sotvoriti	aorist:first:singular	aorist	strict	сотворихъ	сотвори́хъ	ponomar-elizabeth-bible-2026-08-09	Acts.1.1	exact-attestation	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
58	synodal:verb:sotvoriti	aorist:second:singular	aorist	strict	сотвори	сотворѝ	ponomar-elizabeth-bible-2026-08-09	Acts.14.27	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: aorist:second:singular,imperative:second:singular
59	synodal:determiner:sam	determiner:nominative:plural:masculine:animate:short:positive	determiner	strict	сами	са́ми	ponomar-elizabeth-bible-2026-08-09	Acts.2.22	exact-attestation	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
60	synodal:determiner:ves	determiner:dative:plural:masculine:animate:short:positive	determiner	strict	всѣмъ	Всѣ̑мъ	ponomar-elizabeth-bible-2026-08-09	II_Macc.13.12	exact-attestation	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
61	synodal:determiner:ves	determiner:nominative:singular:masculine:inanimate:short:positive	determiner	strict	весь	ве́сь	ponomar-elizabeth-bible-2026-08-09	Acts.13.44	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
62	synodal:determiner:ves	determiner:nominative:singular:neuter:inanimate:short:positive	determiner	strict	все	всѐ	ponomar-elizabeth-bible-2026-08-09	Acts.15.12	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
63	synodal:determiner:vsyak	determiner:accusative:singular:masculine:animate:short:positive	determiner	strict	всѧкаго	всѧ́каго	ponomar-elizabeth-bible-2026-08-09	Composite.6.3	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: determiner:accusative:singular:masculine:animate:short:positive,determiner:genitive:singular:masculine:inanimate:short:positive,determiner:genitive:singular:neuter:inanimate:short:positive
64	synodal:determiner:vsyak	determiner:genitive:singular:masculine:inanimate:short:positive	determiner	strict	всѧкаго	всѧ́каго	ponomar-elizabeth-bible-2026-08-09	Composite.6.3	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: determiner:accusative:singular:masculine:animate:short:positive,determiner:genitive:singular:masculine:inanimate:short:positive,determiner:genitive:singular:neuter:inanimate:short:positive
65	synodal:determiner:vsyak	determiner:genitive:singular:neuter:inanimate:short:positive	determiner	strict	всѧкаго	всѧ́каго	ponomar-elizabeth-bible-2026-08-09	Composite.6.3	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: determiner:accusative:singular:masculine:animate:short:positive,determiner:genitive:singular:masculine:inanimate:short:positive,determiner:genitive:singular:neuter:inanimate:short:positive
66	synodal:determiner:vsyak	determiner:nominative:singular:feminine:inanimate:short:positive	determiner	strict	всѧка	всѧ́ка	ponomar-elizabeth-bible-2026-08-09	Apoc.22.3	exact-attestation	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
67	synodal:verb:byti	future:first:plural	future	strict	бꙋдемъ	бꙋ́демъ	ponomar-elizabeth-bible-2026-08-09	Gen.3.2	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
68	synodal:verb:byti	future:first:singular	future	strict	бꙋдꙋ	бꙋ́дꙋ	ponomar-elizabeth-bible-2026-08-09	Ex.25.22	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
69	synodal:verb:byti	future:second:dual	future	strict	бꙋдета	бꙋ́дета	ponomar-elizabeth-bible-2026-08-09	Gen.2.24	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: future:second:dual,future:third:dual
70	synodal:verb:byti	future:second:plural	future	strict	бꙋдете	бꙋ́дете	ponomar-elizabeth-bible-2026-08-09	Acts.1.8	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
71	synodal:verb:byti	future:second:singular	future	strict	бꙋдеши	бꙋ́деши	ponomar-elizabeth-bible-2026-08-09	Deut.15.6	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
72	synodal:verb:byti	future:third:dual	future	strict	бꙋдета	бꙋ́дета	ponomar-elizabeth-bible-2026-08-09	Gen.2.24	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: future:second:dual,future:third:dual
73	synodal:verb:byti	future:third:plural	future	strict	бꙋдꙋтъ	бꙋ́дꙋтъ	ponomar-elizabeth-bible-2026-08-09	Amos.9.13	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
74	synodal:verb:priiti	future:third:plural	future	strict	прїидꙋтъ	прїи́дꙋтъ	ponomar-elizabeth-bible-2026-08-09	Acts.17.15	exact-attestation	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
75	synodal:verb:priiti	future:third:singular	future	strict	прїидетъ	прїи́детъ	ponomar-elizabeth-bible-2026-08-09	Composite.7.1	exact-attestation	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
76	synodal:verb:sotvoriti	future:first:singular	future	strict	сотворю	сотворю̀	ponomar-elizabeth-bible-2026-08-09	Apoc.3.12	exact-attestation	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
77	synodal:verb:sotvoriti	future:second:singular	future	strict	сотвориши	сотвори́ши	ponomar-elizabeth-bible-2026-08-09	Deut.10.1	exact-attestation	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
78	synodal:verb:sotvoriti	future:third:plural	future	strict	сотворѧтъ	сотворѧ́тъ	ponomar-elizabeth-bible-2026-08-09	Apoc.1.7	exact-attestation	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
79	synodal:verb:dati	imperative:first:plural	imperative	strict	дадимъ	дади́мъ	ponomar-elizabeth-bible-2026-08-09	Ex.5.5	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
80	synodal:verb:dati	imperative:third:singular	imperative	strict	даждь	да́ждь	ponomar-elizabeth-bible-2026-08-09	Dan.3.43	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
81	synodal:verb:priiti	imperative:second:singular	imperative	strict	прїиди	прїидѝ	ponomar-elizabeth-bible-2026-08-09	Ezek.37.9	exact-attestation	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
82	synodal:verb:sotvoriti	imperative:second:singular	imperative	strict	сотвори	сотворѝ	ponomar-elizabeth-bible-2026-08-09	Acts.14.27	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: aorist:second:singular,imperative:second:singular
83	synodal:verb:byti	imperfect:second:dual	imperfect	strict	бѣста	бѣ́ста	ponomar-elizabeth-bible-2026-08-09	Dan.13.10	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: imperfect:second:dual,imperfect:third:dual
84	synodal:verb:byti	imperfect:second:plural	imperfect	strict	бѣсте	бѣ́сте	ponomar-elizabeth-bible-2026-08-09	Ezek.16.55	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
85	synodal:verb:byti	imperfect:second:singular	imperfect	strict	бѣ	бѣ̀	ponomar-elizabeth-bible-2026-08-09	Acts.11.24	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: imperfect:second:singular,imperfect:third:singular
86	synodal:verb:byti	imperfect:third:dual	imperfect	strict	бѣста	бѣ́ста	ponomar-elizabeth-bible-2026-08-09	Dan.13.10	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: imperfect:second:dual,imperfect:third:dual
87	synodal:verb:byti	imperfect:third:singular	imperfect	strict	бѣ	бѣ̀	ponomar-elizabeth-bible-2026-08-09	Acts.11.24	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: imperfect:second:singular,imperfect:third:singular
88	synodal:verb:byti	infinitive	infinitive	strict	быти	бы́ти	ponomar-elizabeth-bible-2026-08-09	Acts.17.29	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
89	synodal:verb:priiti	infinitive	infinitive	strict	прїити	прїитѝ	ponomar-elizabeth-bible-2026-08-09	Acts.9.38	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
90	synodal:verb:sotvoriti	infinitive	infinitive	strict	сотворити	сотвори́ти	ponomar-elizabeth-bible-2026-08-09	Acts.18.21	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
91	synodal:noun:brethren-collective	noun:accusative:singular:animate	noun	strict	братїю	бра́тїю	ponomar-elizabeth-bible-2026-08-09	Acts.21.7	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
92	synodal:noun:brethren-collective	noun:genitive:singular:animate	noun	strict	братїи	бра́тїи	ponomar-elizabeth-bible-2026-08-09	Acts.16.2	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
93	synodal:noun:brethren-collective	noun:nominative:singular:animate	noun	strict	братїѧ	бра́тїѧ	ponomar-elizabeth-bible-2026-08-09	Acts.18.27	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
94	synodal:noun:brother	noun:accusative:plural:animate	noun	strict	братїй	бра́тїй	ponomar-elizabeth-bible-2026-08-09	Acts.17.6	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
95	synodal:noun:brother	noun:dative:plural:animate	noun	strict	братїѧмъ	бра́тїѧмъ	ponomar-elizabeth-bible-2026-08-09	Gen.9.25	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
96	synodal:noun:brother	noun:instrumental:plural:animate	noun	strict	братїѧми	бра́тїѧми	ponomar-elizabeth-bible-2026-08-09	I_Paral.9.38	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
97	synodal:noun:brother	noun:locative:plural:animate	noun	strict	братїѧхъ	бра́тїѧхъ	ponomar-elizabeth-bible-2026-08-09	II_Kings.23.9	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
98	synodal:noun:brother	noun:nominative:plural:animate	noun	strict	братїѧ	бра́тїѧ	ponomar-elizabeth-bible-2026-08-09	Acts.18.27	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: noun:nominative:plural:animate,noun:vocative:plural:animate
99	synodal:noun:brother	noun:vocative:plural:animate	noun	strict	братїѧ	бра́тїѧ	ponomar-elizabeth-bible-2026-08-09	Acts.18.27	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: noun:nominative:plural:animate,noun:vocative:plural:animate
