# synodal-gold-gap.tsv — the committed gap worklist of the Synodal gold gate.
# generated-by: cargo xtask synodal-gold --fix
# contract: docs/SYNODAL_GOLD_ORACLE.md; one row per failing token type or paradigm cell.
# The gate (synodal-gold --check) fails if the regenerated gap is not a subset of this file.
oracle	key	reason	engine_output	expected
paradigm	§39. 2-е склонение|p039.htm|1|сꙋдї-ѧ̀|Мягкое склонение|nominative+vocative:plural::::	unregistered-lemma		сꙋдї-и̑
paradigm	§39. 2-е склонение|p039.htm|1|сꙋдї-ѧ̀|Мягкое склонение|nominative:singular::::	unregistered-lemma		сꙋдї-ѧ̀
paradigm	§39. 2-е склонение|p039.htm|1|сꙋдї-ѧ̀|Мягкое склонение|vocative:singular::::	unregistered-lemma		сꙋдї-ѐ
paradigm	§41. 3-е склонение|p041.htm|1|за́повѣд-ь||dative+instrumental:dual:feminine:::	unreviewed-cell		за́повѣд-ема (-ьма)
paradigm	§41. 3-е склонение|p041.htm|1|за́повѣд-ь||genitive+locative:dual:feminine:::	unreviewed-cell		за́пѡвѣд-їю
paradigm	§41. 3-е склонение|p041.htm|1|за́повѣд-ь||genitive:plural:feminine:::	unreviewed-cell		за́повѣд-ей
paradigm	§41. 3-е склонение|p041.htm|1|за́повѣд-ь||instrumental:plural:feminine:::	unreviewed-cell		за́повѣд-ьми
paradigm	§41. 3-е склонение|p041.htm|1|за́повѣд-ь||instrumental:singular:feminine:::	unreviewed-cell		за́повѣд-їю
paradigm	§41. 3-е склонение|p041.htm|1|за́повѣд-ь||nominative+accusative+vocative:dual:feminine:::	unreviewed-cell		за́пѡвѣд-и
paradigm	§41. 3-е склонение|p041.htm|1|за́повѣд-ь||nominative:singular:feminine:::	unreviewed-cell		за́повѣд-ь
paradigm	§41. 3-е склонение|p041.htm|1|за́повѣд-ь||vocative:singular:feminine:::	unreviewed-cell		за́повѣд-е
paradigm	§41. 3-е склонение|p041.htm|1|пꙋ́т-ь||dative+instrumental:dual:masculine:::	unreviewed-cell		пꙋт-ьма̀
paradigm	§41. 3-е склонение|p041.htm|1|пꙋ́т-ь||genitive+locative:dual:masculine:::	unreviewed-cell		пꙋт-їю̀
paradigm	§41. 3-е склонение|p041.htm|1|пꙋ́т-ь||nominative+accusative+vocative:dual:masculine:::	unreviewed-cell		пꙋт-и̑
paradigm	§43. Образцы склонений|p043.htm|2|степе́н-ь||nominative+vocative:singular::::	unregistered-lemma		степе́н-ь
paradigm	§43. Образцы склонений|p043.htm|3|свекр-ы̀||dative+instrumental:dual::::	unreviewed-cell		свекро́в-ама
paradigm	§43. Образцы склонений|p043.htm|3|свекр-ы̀||genitive+locative:dual::::	unreviewed-cell		свекрѡ́в-їю
paradigm	§43. Образцы склонений|p043.htm|3|свекр-ы̀||nominative+accusative+vocative:dual::::	unreviewed-cell		свекрѡ́в-и
paradigm	§43. Образцы склонений|p043.htm|3|це́рков-ь||accusative:plural::::	unreviewed-cell		цє́ркв-и
paradigm	§43. Образцы склонений|p043.htm|3|це́рков-ь||dative+instrumental:dual::::	unreviewed-cell		це́ркв-ама
paradigm	§43. Образцы склонений|p043.htm|3|це́рков-ь||dative:plural::::	unreviewed-cell		це́ркв-амъ
paradigm	§43. Образцы склонений|p043.htm|3|це́рков-ь||genitive+locative:dual::::	unreviewed-cell		цє́рков-їю
paradigm	§43. Образцы склонений|p043.htm|3|це́рков-ь||genitive:plural::::	unreviewed-cell		церкв-е́й
paradigm	§43. Образцы склонений|p043.htm|3|це́рков-ь||genitive:singular::::	engine-wrong-form	це́ркви	це́ркв-е
paradigm	§43. Образцы склонений|p043.htm|3|це́рков-ь||instrumental:plural::::	unreviewed-cell		це́ркв-ами
paradigm	§43. Образцы склонений|p043.htm|3|це́рков-ь||instrumental:singular::::	unreviewed-cell		це́рков-їю
paradigm	§43. Образцы склонений|p043.htm|3|це́рков-ь||locative:plural::::	unreviewed-cell		це́ркв-ахъ
paradigm	§43. Образцы склонений|p043.htm|3|це́рков-ь||nominative+accusative+vocative:dual::::	unreviewed-cell		цє́ркв-и
paradigm	§43. Образцы склонений|p043.htm|3|це́рков-ь||nominative+vocative:plural::::	unreviewed-cell		цє́ркв-и
paradigm	§43. Образцы склонений|p043.htm|3|це́рков-ь||nominative:singular::::	unreviewed-cell		це́рков-ь
paradigm	§43. Образцы склонений|p043.htm|3|це́рков-ь||vocative:singular::::	unreviewed-cell		це́рков-ь, це́ркв-е
paradigm	§44. Особенности 4-го склонения|p044.htm|1|ѻ҆́чи (ѻ҆́цѣ)||dative+instrumental:dual::::	unregistered-lemma		ѻ҆чи́ма
paradigm	§44. Особенности 4-го склонения|p044.htm|1|ѻ҆́чи (ѻ҆́цѣ)||genitive+locative:dual::::	unregistered-lemma		ѻ҆́чїю
paradigm	§44. Особенности 4-го склонения|p044.htm|1|ѻ҆́чи (ѻ҆́цѣ)||nominative+accusative+vocative:dual::::	unregistered-lemma		ѻ҆́чи (ѻ҆́цѣ)
paradigm	§44. Особенности 4-го склонения|p044.htm|1|ᲂу҆́ши||dative+instrumental:dual::::	unregistered-lemma		ᲂу҆ши́ма
paradigm	§44. Особенности 4-го склонения|p044.htm|1|ᲂу҆́ши||genitive+locative:dual::::	unregistered-lemma		ᲂу҆́шїю
paradigm	§44. Особенности 4-го склонения|p044.htm|1|ᲂу҆́ши||nominative+accusative+vocative:dual::::	unregistered-lemma		ᲂу҆́ши
paradigm	§47. Склонение местоимений|p047.htm|1|||accusative:singular::::	unregistered-lemma		себѐ, сѧ̀
paradigm	§47. Склонение местоимений|p047.htm|1|||dative:singular::::	unregistered-lemma		себѣ̀, сѝ
paradigm	§47. Склонение местоимений|p047.htm|1|||genitive:singular::::	unregistered-lemma		себѐ
paradigm	§47. Склонение местоимений|p047.htm|1|||instrumental:singular::::	unregistered-lemma		собо́ю
paradigm	§47. Склонение местоимений|p047.htm|1|||locative:singular::::	unregistered-lemma		себѣ̀
paradigm	§47. Склонение местоимений|p047.htm|2|моѐ||accusative:dual:neuter:::	unregistered-lemma		моѝ
paradigm	§47. Склонение местоимений|p047.htm|2|моѐ||accusative:plural:neuter:::	unregistered-lemma		моѧ̑
paradigm	§47. Склонение местоимений|p047.htm|2|моѐ||accusative:singular:neuter:::	unregistered-lemma		моѐ
paradigm	§47. Склонение местоимений|p047.htm|2|моѐ||dative+instrumental:dual:neuter:::	unregistered-lemma		мои́ма
paradigm	§47. Склонение местоимений|p047.htm|2|моѐ||dative:plural:neuter:::	unregistered-lemma		мои̑мъ
paradigm	§47. Склонение местоимений|p047.htm|2|моѐ||dative:singular:neuter:::	unregistered-lemma		моемꙋ̀
paradigm	§47. Склонение местоимений|p047.htm|2|моѐ||genitive+locative:dual:neuter:::	unregistered-lemma		моє́ю
paradigm	§47. Склонение местоимений|p047.htm|2|моѐ||genitive:plural:neuter:::	unregistered-lemma		мои́хъ
paradigm	§47. Склонение местоимений|p047.htm|2|моѐ||genitive:singular:neuter:::	unregistered-lemma		моегѡ̀
paradigm	§47. Склонение местоимений|p047.htm|2|моѐ||instrumental:plural:neuter:::	unregistered-lemma		мои́ми
paradigm	§47. Склонение местоимений|p047.htm|2|моѐ||instrumental:singular:neuter:::	unregistered-lemma		мои́мъ
paradigm	§47. Склонение местоимений|p047.htm|2|моѐ||locative:plural:neuter:::	unregistered-lemma		мои́хъ
paradigm	§47. Склонение местоимений|p047.htm|2|моѐ||locative:singular:neuter:::	unregistered-lemma		мое́мъ
paradigm	§47. Склонение местоимений|p047.htm|2|моѐ||nominative:dual:neuter:::	unregistered-lemma		моѝ
paradigm	§47. Склонение местоимений|p047.htm|2|моѐ||nominative:plural:neuter:::	unregistered-lemma		моѧ̑
paradigm	§47. Склонение местоимений|p047.htm|2|моѐ||nominative:singular:neuter:::	unregistered-lemma		моѐ
paradigm	§47. Склонение местоимений|p047.htm|2|моѧ̀||accusative:dual:feminine:::	unregistered-lemma		моѝ
paradigm	§47. Склонение местоимений|p047.htm|2|моѧ̀||accusative:plural:feminine:::	unregistered-lemma		моѧ̑, мои́хъ
paradigm	§47. Склонение местоимений|p047.htm|2|моѧ̀||accusative:singular:feminine:::	unregistered-lemma		мою̀
paradigm	§47. Склонение местоимений|p047.htm|2|моѧ̀||dative+instrumental:dual:feminine:::	unregistered-lemma		мои́ма
paradigm	§47. Склонение местоимений|p047.htm|2|моѧ̀||dative:plural:feminine:::	unregistered-lemma		мои̑мъ
paradigm	§47. Склонение местоимений|p047.htm|2|моѧ̀||dative:singular:feminine:::	unregistered-lemma		мое́й
paradigm	§47. Склонение местоимений|p047.htm|2|моѧ̀||genitive+locative:dual:feminine:::	unregistered-lemma		моє́ю
paradigm	§47. Склонение местоимений|p047.htm|2|моѧ̀||genitive:plural:feminine:::	unregistered-lemma		мои́хъ
paradigm	§47. Склонение местоимений|p047.htm|2|моѧ̀||genitive:singular:feminine:::	unregistered-lemma		моеѧ̀
paradigm	§47. Склонение местоимений|p047.htm|2|моѧ̀||instrumental:plural:feminine:::	unregistered-lemma		мои́ми
paradigm	§47. Склонение местоимений|p047.htm|2|моѧ̀||instrumental:singular:feminine:::	unregistered-lemma		мое́ю
paradigm	§47. Склонение местоимений|p047.htm|2|моѧ̀||locative:plural:feminine:::	unregistered-lemma		мои́хъ
paradigm	§47. Склонение местоимений|p047.htm|2|моѧ̀||locative:singular:feminine:::	unregistered-lemma		мое́й
paradigm	§47. Склонение местоимений|p047.htm|2|моѧ̀||nominative:dual:feminine:::	unregistered-lemma		моѝ
paradigm	§47. Склонение местоимений|p047.htm|2|моѧ̀||nominative:plural:feminine:::	unregistered-lemma		моѧ̑
paradigm	§47. Склонение местоимений|p047.htm|2|моѧ̀||nominative:singular:feminine:::	unregistered-lemma		моѧ̀
paradigm	§47. Склонение местоимений|p047.htm|2|ѻ҆на̀ (ѧ҆̀)||accusative:dual:feminine:::	unregistered-lemma		ѧ҆̀
paradigm	§47. Склонение местоимений|p047.htm|2|ѻ҆на̀ (ѧ҆̀)||accusative:plural:feminine:::	unregistered-lemma		ѧ҆̀, и҆̀хъ
paradigm	§47. Склонение местоимений|p047.htm|2|ѻ҆на̀ (ѧ҆̀)||accusative:singular:feminine:::	unregistered-lemma		ю҆̀
paradigm	§47. Склонение местоимений|p047.htm|2|ѻ҆на̀ (ѧ҆̀)||dative+instrumental:dual:feminine:::	unregistered-lemma		и҆́ма
paradigm	§47. Склонение местоимений|p047.htm|2|ѻ҆на̀ (ѧ҆̀)||dative:plural:feminine:::	unregistered-lemma		и҆̀мъ
paradigm	§47. Склонение местоимений|p047.htm|2|ѻ҆на̀ (ѧ҆̀)||dative:singular:feminine:::	unregistered-lemma		є҆́й
paradigm	§47. Склонение местоимений|p047.htm|2|ѻ҆на̀ (ѧ҆̀)||genitive+locative:dual:feminine:::	unregistered-lemma		є҆ю̀
paradigm	§47. Склонение местоимений|p047.htm|2|ѻ҆на̀ (ѧ҆̀)||genitive:plural:feminine:::	unregistered-lemma		и҆́хъ
paradigm	§47. Склонение местоимений|p047.htm|2|ѻ҆на̀ (ѧ҆̀)||genitive:singular:feminine:::	unregistered-lemma		є҆ѧ̀
paradigm	§47. Склонение местоимений|p047.htm|2|ѻ҆на̀ (ѧ҆̀)||instrumental:plural:feminine:::	unregistered-lemma		и҆́ми
paradigm	§47. Склонение местоимений|p047.htm|2|ѻ҆на̀ (ѧ҆̀)||instrumental:singular:feminine:::	unregistered-lemma		є҆́ю
paradigm	§47. Склонение местоимений|p047.htm|2|ѻ҆на̀ (ѧ҆̀)||locative:plural:feminine:::	unregistered-lemma		(н)и́хъ
paradigm	§47. Склонение местоимений|p047.htm|2|ѻ҆на̀ (ѧ҆̀)||locative:singular:feminine:::	unregistered-lemma		(н)е́й
paradigm	§47. Склонение местоимений|p047.htm|2|ѻ҆на̀ (ѧ҆̀)||nominative:dual:feminine:::	unregistered-lemma		ѻ҆́нѣ
paradigm	§47. Склонение местоимений|p047.htm|2|ѻ҆на̀ (ѧ҆̀)||nominative:plural:feminine:::	unregistered-lemma		ѻ҆нѣ̀
paradigm	§47. Склонение местоимений|p047.htm|2|ѻ҆на̀ (ѧ҆̀)||nominative:singular:feminine:::	unregistered-lemma		ѻ҆на̀ (ѧ҆̀)
paradigm	§47. Склонение местоимений|p047.htm|2|ѻ҆но̀ (є҆̀)||accusative:dual:neuter:::	unregistered-lemma		ѧ҆̀
