lemma	pos	cell	print	count	set_count
страна̀	n	acc.sg	странꙋ̀	166	0
страна̀	n	dat.pl	стра́намъ	1	0
страна̀	n	dat.pl	страна́мъ	17	0
страна̀	n	dat.sg	странѣ̀	3	0
страна̀	n	gen.pl	стра́нъ	14	0
страна̀	n	gen.sg	страны̀	107	0
страна̀	n	ins.pl	страна́ми	9	0
страна̀	n	ins.sg	страно́ю	15	0
страна̀	n	loc.pl	страна́хъ	22	0
страна̀	n	loc.sg	странѣ̀	28	0
страна̀	n	nom.sg	страна̀	24	0
страна̀	n	voc.sg	страно̀	1	0
страннолю́бный	a	adv	страннолю́бнѡ	1	0
страннолю́біе	n	gen.sg	страннолю́бїѧ	2	0
страннопріе́мница	n	acc.sg	страннопрїе́мницꙋ	1	0
страннопріи́мецъ	n	nom.sg	страннопрїи́мецъ	1	0
страннопріѧ́ти	v	aor.3.pl	страннопрїѧ́ша	1	0
странноѧвлѧ́тисѧ	v	pres.2.sg	странноѧвлѧ́ешисѧ	1	0
страти́гъ	n	dat.pl	страти́гѡмъ	4	0
страти́гъ	n	gen.pl	страти́гѡвъ	1	0
страти́гъ	n	ins.pl	страти́гами	1	0
страти́гъ	n	nom.sg	страти́гъ	1	0
страши́лище	n	ins.pl	страши́лищами	2	0
страши́ти	v	pres.3.pl	страша́тъ	1	0
страшли́вый	a	short.pos.m.pl.nom	страшли́ви	2	0
страшли́вый	a	short.pos.m.sg.nom	страшли́въ	1	0
стрека́ло	n	ins.sg	стрѣка́ломъ	1	0
стреми́нный	a	long.pos.f.sg.acc	стреми́ннꙋю	1	0
стремле́ніе	n	gen.sg	стремле́нїѧ	2	0
стремле́ніе	n	ins.sg	стремле́нїемъ	1	0
стремни́на	n	gen.sg	стремни́ны	2	0
стремни́на	n	loc.sg	стремни́нѣ	2	0
стремни́нный	a	long.pos.m.sg.loc	стремни́ннѣмъ	1	0
стрещи́сѧ	v	pres.3.sg	стреже́тсѧ	1	0
стрещѝ	v	impf.3.pl	стрежа́хꙋ	8	0
стрещѝ	v	impf.3.sg	стрежа́ше	1	0
стрещѝ	v	impv.2.pl	стреги́те	2	0
стрещѝ	v	inf	стрещѝ	18	0
стрещѝ	v	part.pres.act.long.m.pl.nom	стрегꙋ́щїи	1	0
стрещѝ	v	part.pres.pass.short.m.pl.nom	стрего́ми	1	0
стрещѝ	v	pres.2.pl	стреже́те	1	0
стрещѝ	v	pres.3.pl	стрегꙋ́тъ	8	0
стриже́ніе	n	gen.sg	стриже́нїѧ	2	0
стрищи́сѧ	v	inf	стри́щисѧ	1	0
стрищи́сѧ	v	pres.3.sg	стриже́тсѧ	1	0
стрищѝ	v	inf	стрищѝ	2	0
стрищѝ	v	pres.2.sg	стриже́ши	1	0
стрищѝ	v	pres.3.pl	стригꙋ́тъ	2	0
стрищѝ	v	pres.3.sg	стриже́тъ	1	0
стро́ити	v	inf	стро́ити	3	0
стро́ити	v	pres.3.pl	стро́ѧтъ	1	0
стро́ити	v	pres.3.sg	стро́итъ	1	0
стро́итисѧ	v	pres.3.pl	стро́ѧтсѧ	1	0
стро́итисѧ	v	pres.3.sg	стро́итсѧ	1	0
стро́по́тный	a	adv	стро́потнѡ	1	0
стро́по́тный	a	long.pos.m.pl.acc	стро́пѡтныѧ	1	0
стро́по́тный	a	short.pos.f.pl.acc	стро́пѡтны	1	0
стро́по́тный	a	short.pos.m.pl.acc	стро́пѡтны	1	0
стро́по́тный	a	short.pos.m.sg.gen	стро́потна	2	0
стро́пъ	n	nom.pl	стро́пове	1	0
строе́ніе	n	acc.sg	строе́нїе	3	0
строе́ніе	n	gen.sg	строе́нїѧ	2	0
строи́телство	n	gen.sg	строи́телства	1	0
строи́тель	n	acc.sg	строи́телѧ	1	0
строи́тель	n	dat.pl	строи́телємъ	1	0
строи́тель	n	dat.sg	строи́телю	3	0
строи́тель	n	ins.pl	строи́тєли	1	0
строи́тель	n	loc.pl	строи́телехъ	1	0
строи́тель	n	nom.pl	строи́телїе	3	0
строи́тель	n	nom.sg	строи́тель	5	0
стропо́тство	n	ins.sg	стро́потствомъ	1	0
стропо́тство	n	loc.sg	стро́потствѣ	2	0
стропти́вость	n	acc.sg	стропти́вость	1	0
стропти́вство	n	loc.sg	стропти́вствѣ	2	0
стропти́вый	a	adv	стропти́вѡ	1	0
стропти́вый	a	long.pos.m.pl.nom	стропти́вїи	1	0
стропти́вый	a	long.pos.m.sg.gen	стропти́вагѡ	1	0
стропти́вый	a	long.pos.m.sg.nom	стропти́вый	1	0
стропти́вый	a	long.pos.m.sg.voc	стропти́вый	1	0
стропти́вый	a	short.pos.m.sg.gen	стропти́ва	1	0
стры́ти	v	pres.3.sg	стры́етъ	1	0
стры́тисѧ	v	aor.3.pl	стры́шасѧ	1	0
стрѣла̀	n	acc.sg	стрѣлꙋ̀	4	0
стрѣла̀	n	gen.pl	стрѣ́лъ	2	0
стрѣла̀	n	gen.sg	стрѣ́лы	27	0
стрѣла̀	n	gen.sg	стрѣлы̀	3	0
стрѣла̀	n	ins.pl	стрѣла́ми	4	0
стрѣла̀	n	ins.sg	стрѣло́ю	5	0
стрѣла̀	n	loc.pl	стрѣла́хъ	1	0
стрѣла̀	n	nom.sg	стрѣла̀	14	0
стрѣле́цъ	n	gen.sg	стрѣлца̀	2	0
стрѣле́цъ	n	nom.sg	стрѣле́цъ	1	0
стрѣли́ти	v	lpart.m.sg	стрѣли́лъ	1	0
стрѣли́ти	v	pres.1.sg	стрѣлю̀	1	0
стрѣлѧ́ніе	n	acc.sg	стрѣлѧ́нїе	1	0
стрѣлѧ́ніе	n	dat.sg	стрѣлѧ́нїю	1	0
стрѣлѧ́ніе	n	gen.pl	стрѣлѧ́нїй	2	0
стрѣлѧ́ти	v	aor.3.pl	стрѣлѧ́ша	1	0
стрѣлѧ́ти	v	impv.2.pl	стрѣлѧ́йте	1	0
стрѣлѧ́ти	v	inf	стрѣлѧ́ти	1	0
стрѣлѧ́ти	v	pres.1.sg	стрѣлѧ́ю	1	0
стрѧсти́сѧ	v	pres.3.pl	стрѧсꙋ́тсѧ	1	0
стрꙋ́пъ	n	acc.pl	стрꙋ́пы	4	0
стрꙋ́пъ	n	acc.sg	стрꙋ́пъ	1	0
стрꙋ́пъ	n	gen.sg	стрꙋ́па	1	0
стрꙋ́пъ	n	loc.sg	стрꙋ́пѣ	1	0
стрꙋ́пъ	n	nom.pl	стрꙋ́пи	2	0
стрꙋга́ти	v	part.pres.act.short.m.sg.nom	стрꙋжа̀	1	0
стрꙋна̀	n	acc.sg	стрꙋнꙋ̀	1	0
стрꙋна̀	n	loc.pl	стрꙋ́нахъ	1	0
стрꙋѳіо́нъ	n	dat.pl	стрꙋѳїо́нѡмъ	1	0
сты́дъ	n	acc.sg	сты́дъ	1	0
сты́дъ	n	gen.sg	стыда̀	1	0
сты́дъ	n	ins.sg	стыдо́мъ	1	0
стыдли́вый	a	short.pos.f.sg.nom	стыдли́ва	1	0
стыдѣ́ніе	n	acc.sg	стыдѣ́нїе	3	0
стыдѣ́ніе	n	gen.sg	стыдѣ́нїѧ	2	0
стыдѣ́ніе	n	ins.sg	стыдѣ́нїемъ	4	0
стыдѣ́тисѧ	v	impf.1.sg	стыдѧ́хсѧ	1	0
стыдѣ́тисѧ	v	impf.3.pl	стыдѧ́хꙋсѧ	1	0
стыдѣ́тисѧ	v	pres.1.sg	стыждꙋ́сѧ	2	0
стыдѣ́тисѧ	v	pres.1.sg	стыжꙋ́сѧ	2	0
стыдѣ́тисѧ	v	pres.3.sg	стыди́тсѧ	5	0
сті́віе	n	ins.sg	сті́вїемъ	1	0
стѣ́нный	a	long.pos.m.pl.nom	стѣ́ннїи	1	0
стѣ́нь	n	acc.sg	стѣ́нь	1	0
стѣ́нь	n	nom.sg	стѣ́нь	1	0
стѣле́сникъ	n	dat.pl	стѣле́сникѡмъ	1	0
стѣна̀	n	dat.pl	стѣна́мъ	3	0
стѣна̀	n	dat.sg	стѣнѣ̀	9	0
стѣна̀	n	gen.pl	стѣ́нъ	1	0
стѣна̀	n	gen.sg	стѣны̀	37	0
стѣна̀	n	ins.pl	стѣна́ми	13	0
стѣна̀	n	ins.sg	стѣно́ю	6	0
стѣна̀	n	loc.pl	стѣна́хъ	10	0
стѣна̀	n	loc.sg	стѣнѣ̀	28	0
стѣна̀	n	nom.sg	стѣна̀	23	0
стѣна̀	n	voc.sg	стѣно̀	1	0
стѣна́тый	a	short.pos.m.pl.acc	стѣна̑ты	1	0
стѣнодѣ́латель	n	dat.pl	стѣнодѣ́лателємъ	1	0
стѧгнꙋ́ти	v	aor.3.pl	стѧгнꙋ́ша	1	0
стѧгнꙋ́ти	v	pres.2.sg	стѧ́гнеши	1	0
стѧжа́ніе	n	acc.sg	стѧжа́нїе	6	0
стѧжа́ніе	n	dat.sg	стѧжа́нїю	2	0
стѧжа́ніе	n	gen.sg	стѧжа́нїѧ	1	0
стѧжа́ніе	n	ins.sg	стѧжа́нїемъ	2	0
стѧжа́ніе	n	loc.pl	стѧжа́нїихъ	1	0
стѧжа́ніе	n	loc.sg	стѧжа́нїи	3	0
стѧжа́тель	n	gen.sg	стѧжа́телѧ	1	0
стѧжа́ти	v	aor.3.pl	стѧжа́ша	5	0
стѧжа́ти	v	aor.3.sg	стѧжа̀	2	0
стѧжа́ти	v	impv.2.pl	стѧжи́те	5	0
стѧжа́ти	v	inf	стѧжа́ти	3	0
стѧжа́ти	v	lpart.m.sg	стѧжа́лъ	3	0
стѧжа́ти	v	part.past.act.long.f.pl.ins	стѧжа́вшими	0	1
стѧжа́ти	v	part.past.act.long.m.pl.ins	стѧжа́вшими	0	1
стѧжа́ти	v	part.past.act.long.m.sg.acc	стѧжа́вшаго	2	0
стѧжа́ти	v	part.past.act.long.n.pl.ins	стѧжа́вшими	0	1
стѧжа́ти	v	part.past.act.short.f.pl.ins	стѧжа́вшими	0	1
стѧжа́ти	v	part.past.act.short.m.pl.ins	стѧжа́вшими	0	1
стѧжа́ти	v	part.past.act.short.n.pl.ins	стѧжа́вшими	0	1
стѧжа́ти	v	pres.2.sg	стѧ́жеши	2	0
стѧжа́ти	v	pres.3.pl	стѧ́жꙋтъ	1	0
стѧжа́ти	v	pres.3.sg	стѧ́жетъ	2	0
стѧжава́ти	v	inf	стѧжава́ти	1	0
стѧза́ніе	n	acc.pl	стѧза̑нїѧ	1	0
стѧза́ніе	n	dat.sg	стѧза́нїю	1	0
стѧза́ніе	n	gen.pl	стѧза́нїй	2	0
стѧза́ніе	n	loc.pl	стѧза́нїихъ	1	0
стѧза́тисѧ	v	aor.3.pl	стѧза́шасѧ	1	0
стѧза́тисѧ	v	impf.3.pl	стѧза́хꙋсѧ	3	0
стѧза́тисѧ	v	inf	стѧза́тисѧ	4	0
стѧза́тисѧ	v	part.pres.act.short.f.du.dat	стѧза́ющемасѧ	0	1
стѧза́тисѧ	v	part.pres.act.short.f.du.ins	стѧза́ющемасѧ	0	1
стѧза́тисѧ	v	part.pres.act.short.m.du.dat	стѧза́ющемасѧ	0	1
стѧза́тисѧ	v	part.pres.act.short.m.du.ins	стѧза́ющемасѧ	0	1
стѧза́тисѧ	v	part.pres.act.short.m.pl.acc	стѧза́ющѧсѧ	1	0
стѧза́тисѧ	v	part.pres.act.short.n.du.dat	стѧза́ющемасѧ	0	1
стѧза́тисѧ	v	part.pres.act.short.n.du.ins	стѧза́ющемасѧ	0	1
стѧза́тисѧ	v	pres.2.pl	стѧза́етесѧ	3	0
стꙋ́день	n	ins.sg	стꙋ́денїю	1	0
стꙋ́дный	a	adv	стꙋ́днѡ	2	0
стꙋ́дный	a	long.pos.f.sg.nom	стꙋ́днаѧ	1	0
стꙋ́дный	a	long.pos.m.pl.acc	стꙋ̑дныѧ	1	0
стꙋ́дъ	n	acc.sg	стꙋ́дъ	4	0
стꙋ́дъ	n	gen.sg	стꙋда̀	6	0
стꙋ́дъ	n	ins.sg	стꙋдо́мъ	2	0
стꙋ́дъ	n	loc.sg	стꙋдѣ̀	2	0
стꙋ́жа	n	ins.sg	стꙋ́жею	1	0
стꙋде́ный	a	long.pos.f.sg.nom	стꙋде́наѧ	1	0
стꙋде́ный	a	long.pos.m.sg.acc	стꙋде́ный	1	0
стꙋде́ный	a	short.pos.f.sg.nom	стꙋдены̀	1	0
стꙋдене́цъ	n	acc.sg	стꙋдене́цъ	1	0
стꙋдене́цъ	n	gen.sg	стꙋденца̀	3	0
стꙋдене́цъ	n	loc.sg	стꙋденцѣ̀	1	0
стꙋдени́чный	a	long.pos.m.sg.gen	стꙋдени́чнагѡ	1	0
стꙋдодѣѧ́ніе	n	dat.sg	стꙋдодѣѧ́нїю	1	0
стꙋдодѣѧ́ніе	n	ins.pl	стꙋдодѣѧ̑нїи	1	0
стꙋдоло́жствіе	n	loc.sg	стꙋдоло́жствїи	1	0
стꙋжа́ніе	n	gen.sg	стꙋжа́нїѧ	2	0
стꙋжа́ти	v	impv.2.pl	стꙋжа́йте	1	0
стꙋжа́ти	v	inf	стꙋжа́ти	5	0
стꙋжа́ти	v	pres.1.sg	стꙋжа́ю	1	0
стꙋжа́ти	v	pres.2.pl	стꙋжа́ете	1	0
стꙋжа́ти	v	pres.3.pl	стꙋжа́ютъ	3	0
стꙋжа́ти	v	pres.3.sg	стꙋжа́етъ	1	0
стꙋже́ніе	n	gen.sg	стꙋже́нїѧ	1	0
стꙋже́ніе	n	loc.sg	стꙋже́нїи	1	0
стꙋжи́ти	v	aor.1.sg	стꙋжи́хъ	4	0
стꙋжи́ти	v	aor.3.pl	стꙋжи́ша	2	0
стꙋжи́ти	v	inf	стꙋжи́ти	1	0
стꙋжи́ти	v	pres.1.sg	стꙋжꙋ̀	1	0
стꙋжи́ти	v	pres.3.sg	стꙋжи́тъ	2	0
стꙋпа́ніе	n	ins.sg	стꙋпа́нїемъ	1	0
стꙋпа́ніе	n	loc.pl	стꙋпа́нїихъ	1	0
стꙋпа́ти	v	aor.3.pl	стꙋпа́ша	1	0
стꙋпе́нь	n	acc.sg	стꙋпе́нь	1	0
стꙋпи́ти	v	pres.3.sg	стꙋ́питъ	1	0
схо́дникъ	n	acc.pl	схо́дники	1	0
сходи́ти	v	inf	сходи́ти	2	0
сходи́ти	v	part.pres.act.long.f.sg.acc	сходѧ́щꙋю	1	0
сходи́ти	v	part.pres.act.long.f.sg.gen	сходѧ́щїѧ	1	0
сходи́ти	v	part.pres.act.long.m.sg.acc	сходѧ́щаго	1	0
сходи́ти	v	part.pres.act.long.m.sg.acc	сходѧ́щїй	1	0
сходи́ти	v	part.pres.act.short.f.sg.nom	сходѧ́щи	1	0
сходи́ти	v	pres.3.sg	схо́дитъ	1	0
сходи́тисѧ	v	impf.3.pl	схожда́хꙋсѧ	2	0
сходи́тисѧ	v	pres.3.pl	схо́дѧтсѧ	1	0
сходи́тисѧ	v	pres.3.sg	схо́дитсѧ	1	0
схожде́ніе	n	dat.sg	схожде́нїю	1	0
схожде́ніе	n	gen.pl	схожде́нїй	1	0
схожде́ніе	n	gen.sg	схожде́нїѧ	2	0
счисле́ніе	n	loc.sg	счисле́нїи	1	0
сши́ти	v	lpart.m.sg	сши́лъ	1	0
съѧ́сти	v	impv.1.pl	съѧди́мъ	3	0
сы́нъ	n	acc.du	сы̑на	0	89
сы́нъ	n	acc.pl	сы́ны	266	0
сы́нъ	n	acc.pl	сыны̀	3	0
сы́нъ	n	acc.pl	сынѡ́въ	1	0
сы́нъ	n	acc.sg	сы́на	86	0
сы́нъ	n	acc.sg	сы̑на	0	89
сы́нъ	n	dat.pl	сыновѡ́мъ	20	0
сы́нъ	n	dat.pl	сынѡ́мъ	352	0
сы́нъ	n	dat.sg	сы́нови	5	0
сы́нъ	n	dat.sg	сы́нꙋ	165	0
сы́нъ	n	dat.sg	сы̑нꙋ	0	13
сы́нъ	n	gen.du	сы̑нꙋ	0	13
сы́нъ	n	gen.pl	сынѡ́въ	767	0
сы́нъ	n	gen.sg	сы́на	45	0
сы́нъ	n	gen.sg	сы̑на	0	89
сы́нъ	n	ins.du	сыно́ма	3	0
сы́нъ	n	ins.pl	сы̑ны	24	0
сы́нъ	n	ins.pl	сына́ми	4	0
сы́нъ	n	ins.pl	сынмѝ	28	0
сы́нъ	n	ins.sg	сы́номъ	21	0
сы́нъ	n	loc.du	сы̑нꙋ	0	13
сы́нъ	n	loc.pl	сынѣ́хъ	58	0
сы́нъ	n	loc.sg	сы́нѣ	32	0
сы́нъ	n	nom.du	сы̑на	0	89
сы́нъ	n	nom.pl	сы́нове	1400	0
сы́нъ	n	nom.sg	сы́нъ	1157	0
сы́нъ	n	voc.du	сы̑на	0	3
сы́нъ	n	voc.sg	сы́не	175	0
сы́тость	n	acc.sg	сы́тость	9	0
сы́тость	n	dat.sg	сы́тости	1	0
сы́тость	n	gen.sg	сы́тости	4	0
сы́тость	n	loc.sg	сы́тости	3	0
сы́тый	a	short.pos.m.pl.nom	сы́ти	1	0
сыно́вній	a	short.pos.f.sg.nom	сыно́внѧ	1	0
сі́кль	n	acc.pl	сі̑кль	2	0
сі́кль	n	acc.sg	сі́кль	6	0
сі́кль	n	dat.sg	сі́клю	21	0
сі́кль	n	gen.pl	сі́клєвъ	9	0
сі́кль	n	gen.pl	сі̑кль	1	0
сі́кль	n	gen.sg	сі́клѧ	2	0
сі́кль	n	loc.pl	сі́клехъ	1	0
сі́ла	n	acc.sg	сі́лꙋ	5	0
сі́ла	n	dat.sg	сі́лѣ	1	0
сі́ла	n	nom.sg	сі́ла	4	0
сі́мѡновъ	a	short.pos.f.sg.acc	сі́мѡновꙋ	3	0
сі́мѡновъ	a	short.pos.m.pl.acc	сі́мѡнѡвы	1	0
сі́мѡновъ	a	short.pos.m.sg.acc	сі́мѡновъ	2	0
сі́мѡнъ	n	acc.sg	сі́мѡна	5	0
сі́мѡнъ	n	dat.sg	сі́мѡнꙋ	25	0
сі́мѡнъ	n	gen.sg	сі́мѡна	6	0
сі́мѡнъ	n	ins.sg	сі́мѡномъ	1	0
сі́мѡнъ	n	loc.sg	сі́мѡнѣ	2	0
сі́мѡнъ	n	nom.sg	сі́мѡнъ	70	0
сі́мѡнъ	n	voc.sg	сі́мѡне	9	0
сі́на	n	ins.sg	сі́ною	1	0
сі́ринъ	n	dat.pl	сі́ринамъ	1	0
сі́ринъ	n	dat.pl	сі́ринѡмъ	1	0
сіеі́мъ	n	acc.sg	сїеі́мъ	1	0
сіи́на	n	gen.sg	сїи́ны	2	0
сіна́йскій	a	long.pos.f.sg.dat	сина́йстѣй	1	0
сіѡ́новъ	a	short.pos.f.sg.nom	сїѡ́нова	1	0
сіѡ́нскій	a	long.pos.f.sg.dat	сїѡ́нстѣй	1	0
сіѡ́нскій	a	long.pos.f.sg.loc	сїѡ́нстѣй	2	0
сіѡ́нъ	n	acc.sg	сїѡ́нъ	7	0
сіѡ́нъ	n	dat.sg	сиѡ́нꙋ	10	0
сіѡ́нъ	n	dat.sg	сїѡ́нꙋ	8	0
сіѡ́нъ	n	gen.sg	сиѡ́на	14	0
сіѡ́нъ	n	gen.sg	сїѡ́на	23	0
сіѡ́нъ	n	ins.sg	сїѡ́номъ	2	0
сіѡ́нъ	n	loc.sg	сїѡ́нѣ	32	0
сіѡ́нь	a	short.pos.f.sg.acc	сїѡ́ню	8	0
сіѡ́нь	a	short.pos.f.sg.nom	сїѡ́нѧ	13	0
сіѡ́нь	a	short.pos.m.pl.nom	сїѡ̑ни	4	0
сіѡ́нь	a	short.pos.m.sg.gen	сїѡ́нѧ	2	0
сіѡ́ръ	n	acc.sg	сїѡ́ръ	1	0
сіѡ́ръ	n	dat.sg	сїѡ́рꙋ	1	0
сіѧ́ніе	n	dat.sg	сїѧ́нїю	1	0
сіѧ́ніе	n	gen.sg	сїѧ́нїѧ	4	0
сіѧ́ніе	n	ins.sg	сїѧ́нїемъ	1	0
сіѧ́ніе	n	nom.sg	сїѧ́нїе	1	0
сіѧ́ти	v	part.pres.act.short.n.sg.dat	сїѧ́ющꙋ	1	0
сіѧ́ти	v	pres.3.sg	сїѧ́етъ	4	0
сѡ́фовъ	a	short.pos.m.pl.nom	сѡ́фѡвы	1	0
сѡа́зовъ	a	short.pos.m.pl.nom	сѡа́зѡвы	1	0
сѡва́въ	n	nom.sg	сѡва́въ	3	0
сѡва́къ	n	nom.sg	сѡва́къ	1	0
сѡва́ловъ	a	short.pos.m.pl.nom	сѡва́лѡвы	1	0
сѡва́лъ	n	dat.sg	сѡва́лꙋ	1	0
сѡва́лъ	n	nom.sg	сѡва́лъ	4	0
сѡва́ль	a	short.pos.f.sg.acc	сѡва́лю	1	0
сѡваи́лъ	n	nom.sg	сѡваи́лъ	1	0
сѡваі́евъ	a	short.pos.m.pl.nom	сѡваі́євы	1	0
сѡвені́а	n	nom.sg	сѡвені́а	1	0
сѡви́къ	n	nom.sg	сѡви́къ	1	0
сѡга́ровъ	a	short.pos.m.sg.nom	сѡга́ровъ	4	0
сѡма́нъ	n	acc.sg	сѡма́нъ	1	0
сѡмані́тѧнынѧ	n	acc.sg	сомані́тѧныню	1	0
сѡмані́тѧнынѧ	n	acc.sg	сѡмані́тѧныню	1	0
сѡмані́тѧнынѧ	n	nom.sg	сѡмані́тѧнынѧ	1	0
сѡми́ровъ	a	short.pos.m.sg.nom	сѡми́ровъ	1	0
сѡмна́съ	n	nom.sg	сомна́съ	3	0
сѡмна́съ	n	nom.sg	сѡмна́съ	3	0
сѡна́мъ	n	loc.sg	сѡна́мѣ	1	0
сѡса́нна	n	acc.sg	сѡса́ннꙋ	2	0
сѡса́нна	n	loc.sg	сѡса́ннѣ	2	0
сѡса́нна	n	nom.sg	сѡса́нна	6	0
сѡса́нъ	n	nom.sg	сѡса́нъ	4	0
сѡса́нь	a	short.pos.m.pl.nom	сѡса̑ни	1	0
сѡси́лъ	n	nom.sg	сѡси́лъ	1	0
сѡстра́тъ	n	dat.sg	сѡстра́тꙋ	1	0
сѡстра́тъ	n	nom.sg	сѡстра́тъ	1	0
сѡсѳе́нъ	n	nom.sg	сѡсѳе́нъ	1	0
сѡта́евъ	a	short.pos.m.pl.nom	сѡта́євы	1	0
сѡфа̀	n	nom.sg	сѡфа̀	1	0
сѡфа́къ	n	nom.sg	сѡфа́къ	1	0
сѡфа́нъ	n	dat.sg	сѡфа́нꙋ	1	0
сѡфа́нъ	n	nom.sg	сѡфа́нъ	1	0
сѡфа́нь	a	short.pos.m.sg.nom	сѡфа́нь	1	0
сѡфа́ръ	n	nom.sg	сѡфа́ръ	9	0
сѡфа́тъ	n	nom.sg	сѡфа́тъ	1	0
сѡфі́рскій	a	long.pos.n.sg.loc	сѡфі́рстѣмъ	1	0
сѡфі́ръ	n	acc.sg	сѡфі́ръ	2	0
сѡфі́ръ	n	gen.sg	сѡфі́ра	1	0
сѡхаѳі́мъ	n	nom.sg	сѡхаѳі́мъ	1	0
сѣ́верный	a	long.pos.f.sg.gen	сѣ́верныѧ	4	0
сѣ́веровъ	a	short.pos.f.sg.nom	сѣ́верова	1	0
сѣ́верскій	a	long.pos.f.sg.acc	сѣ́верскꙋю	2	0
сѣ́верскій	a	long.pos.f.sg.loc	сѣ́верстѣй	1	0
сѣ́верскій	a	long.pos.m.pl.nom	сѣ́верстїи	1	0
сѣ́верскій	a	long.pos.m.sg.gen	сѣ́верскагѡ	1	0
сѣ́верскій	a	long.pos.m.sg.nom	сѣ́верскїй	3	0
сѣ́верскій	a	short.pos.f.sg.gen	сѣ́верски	1	0
сѣ́верскій	a	short.pos.m.sg.dat	сѣ́верскꙋ	1	0
сѣ́веръ	n	acc.sg	сѣ́веръ	24	0
сѣ́веръ	n	dat.sg	сѣ́верꙋ	47	0
сѣ́веръ	n	gen.sg	сѣ́вера	55	0
сѣ́веръ	n	voc.sg	сѣ́вере	1	0
сѣ́менный	a	long.pos.f.sg.acc	сѣ́меннꙋю	1	0
сѣ́мѧ	n	acc.sg	сѣ́мѧ	7	0
сѣ́мѧ	n	dat.pl	сѣ́менємъ	1	0
сѣ́мѧ	n	dat.sg	сѣ́мени	1	0
сѣ́мѧ	n	gen.pl	сѣ́менъ	1	0
сѣ́мѧ	n	gen.sg	сѣ́мене	32	0
сѣ́мѧ	n	gen.sg	сѣ̑мене	1	0
сѣ́мѧ	n	ins.sg	сѣ́менемъ	10	0
сѣ́мѧ	n	loc.sg	сѣ́мени	6	0
сѣ́мѧ	n	nom.sg	сѣ́мѧ	10	0
сѣ́мѧнный	a	long.pos.n.sg.acc	сѣ́мѧнное	1	0
сѣ́нь	n	acc.sg	сѣ́нь	7	0
сѣ́нь	n	gen.sg	сѣ́ни	1	0
сѣ́нь	n	ins.pl	сѣ́ньми	1	0
сѣ́нь	n	ins.sg	сѣ́нїю	7	0
сѣ́нь	n	loc.sg	сѣ́ни	6	0
сѣ́нь	n	nom.sg	сѣ́нь	2	0
сѣ́рый	a	short.pos.m.pl.nom	сѣ́ри	1	0
сѣ́сти	v	aor.1.pl	сѣдо́хомъ	1	0
сѣ́сти	v	aor.1.sg	сѣдо́хъ	12	0
сѣ́сти	v	aor.3.pl	сѣдо́ша	29	0
сѣ́сти	v	aor.3.sg	сѣ́де	14	0
сѣ́сти	v	aor.3.sg	сѧ́де	1	0
сѣ́сти	v	impv.2.pl	сѧ́дите	6	0
сѣ́сти	v	inf	сѣ́сти	6	0
сѣ́сти	v	lpart.m.sg	сѣ́лъ	3	0
сѣ́сти	v	pres.1.sg	сѧ́дꙋ	6	0
сѣ́сти	v	pres.2.pl	сѧ́дете	4	0
сѣ́сти	v	pres.2.sg	сѧ́деши	7	0
сѣ́сти	v	pres.3.pl	сѧ́дꙋтъ	9	0
сѣ́сти	v	pres.3.sg	сѧ́детъ	31	0
сѣ́тованіе	n	acc.sg	сѣ́тованїе	3	0
сѣ́тованіе	n	dat.sg	сѣ́тованїю	1	0
сѣ́тованіе	n	gen.sg	сѣ́тованїѧ	4	0
сѣ́тованіе	n	ins.sg	сѣ́тованїемъ	1	0
сѣ́товати	v	aor.3.pl	сѣ́товаша	1	0
сѣ́товати	v	impf.3.pl	сѣ́товахꙋ	1	0
сѣ́товати	v	part.pres.act.long.f.sg.nom	сѣ́тꙋющаѧ	2	0
сѣ́товати	v	part.pres.act.short.m.sg.nom	сѣ́тꙋѧ	1	0
сѣ́товати	v	pres.3.sg	сѣ́тꙋетъ	1	0
сѣ́ть	n	acc.pl	сѣ̑ти	1	0
сѣ́ть	n	acc.sg	сѣ́ть	9	0
сѣ́ть	n	gen.sg	сѣ́ти	8	0
сѣ́ть	n	ins.pl	сѣтьмѝ	1	0
сѣ́ть	n	ins.sg	сѣ́тїю	2	0
сѣ́ть	n	loc.sg	сѣ́ти	1	0
сѣ́ть	n	nom.sg	сѣ́ть	1	0
сѣ́ча	n	nom.sg	сѣ́ча	2	0
сѣ́ѧніе	n	acc.pl	сѣ̑ѧнїѧ	3	0
сѣ́ѧніе	n	dat.sg	сѣ́ѧнїю	1	0
сѣ́ѧтва	n	acc.sg	сѣ́ѧтвꙋ	2	0
сѣ́ѧтва	n	gen.sg	сѣ́ѧтвы	1	0
сѣ́ѧтва	n	nom.sg	сѣ́ѧтва	1	0
сѣ́ѧти	v	impf.3.sg	сѣ́ѧше	1	0
сѣ́ѧти	v	impv.2.pl	сѣ́йте	5	0
сѣ́ѧти	v	inf	сѣ́ѧти	4	0
сѣ́ѧти	v	lpart.m.sg	сѣ́ѧлъ	4	0
сѣ́ѧти	v	part.past.act.short.m.sg.dat	сѣ́ѧвшꙋ	1	0
сѣ́ѧти	v	part.past.pass.long.m.pl.nom	сѣ́ѧннїи	1	0
сѣ́ѧти	v	part.pres.act.long.f.sg.acc	сѣ́ющꙋю	1	0
сѣ́ѧти	v	part.pres.pass.long.m.pl.nom	сѣ́емїи	2	0
