key	lexeme_id	source_spellings
бѣжати	бѣжати|verb|0dc46491ecb5e8bc	canonical:"бѣжати" || page:"бѣжати"
бѣлоризьць	бѣлоризьць|noun|3bbf80acf2f8e04a	canonical:"бѣлоризьць" || page:"бѣлоризьць"
бѣлость	бѣлость|noun|948999420fd3f323	canonical:"бѣлость" || page:"бѣлость"
бѣлъ	бѣлъ|adj|057a9797a5393857	canonical:"бѣлъ" || page:"бѣлъ"
бѣльць	бѣльць|noun|30d7c4468de935e6	canonical:"бѣльць" || page:"бѣльць"
бѣство	бѣство|noun|7d7ea30a411ec0f8	canonical:"бѣство" || page:"бѣство"
бѣсъ	бѣсъ|noun|a271434ad851c9cb	canonical:"бѣсъ" || page:"бѣсъ"
бꙑвати	бꙑвати|verb|2ecbe0610b096d87	canonical:"бꙑвати" || page:"бꙑвати"
бꙑкъ	бꙑкъ|noun|14342f684b0e6147	canonical:"бꙑкъ" || page:"бꙑкъ"
бꙑльѥ	бꙑльѥ|noun|5b7490b837d80aa8	canonical:"бꙑльѥ" || page:"бꙑльѥ"
бꙑстръ	бꙑстръ|adj|a199198a68b7fdae	canonical:"бꙑстръ" || page:"бꙑстръ"
бꙑти	бꙑти|verb|c739d1df73baf00b	canonical:"бꙑти" || page:"бꙑти"
бꙑтиѥ	бꙑтиѥ|noun|523fb4aa2443f69b	canonical:"бꙑтиѥ" || page:"бꙑтиѥ"
бꙑтьѥ	бꙑтиѥ|noun|523fb4aa2443f69b	alternative:"бꙑтьѥ"
ва	ва|pron|261bf7f1623b7217	canonical:"ва" || page:"ва"
вавилоньскъ	вавилоньскъ|adj|69d94e7142eaa48b	canonical:"вавилоньскъ" || page:"вавилоньскъ"
вадити	вадити|verb|0277d32c8decf9ca	canonical:"вадити" || page:"вадити"
вапа	вапа|noun|f5cf938d32ab7600	canonical:"вапа" || page:"вапа"
варꙗти	варꙗти|verb|257627b9087f5079	canonical:"варꙗти" || page:"варꙗти"
вашь	вашь|pron|2d1ab7b366d69c74	canonical:"вашь" || page:"вашь"
ваю	ваю|pron|64713463dc877b21	canonical:"ваю" || page:"ваю"
ваꙗти	ваꙗти|verb|518be78c328518c2	canonical:"ваꙗти" || page:"ваꙗти"
вдодъ	въбдъ|noun|3d1f490399eb2c75	alternative:"вдодъ"
ведро	ведро|noun|b88021522d207319	canonical:"ведро" || page:"ведро"
велии	велии|adj|76e2589d0fec9d05	canonical:"велии"
велииство	велииство|noun|c530c94609f6eca3	canonical:"велииство" || page:"велииство"
великота	великота|noun|d0cd0f3f9cd46969	canonical:"великота" || page:"великота"
великъ	великъ|adj|c3286e599b4f4ed4	canonical:"великъ" || page:"великъ"
величиѥ	величиѥ|noun|1756392be4960b0b	canonical:"величиѥ" || page:"величиѥ"
величьствиѥ	величьствиѥ|noun|079cf598530ccacb	canonical:"величьствиѥ" || page:"величьствиѥ"
величьство	величьство|noun|f8f023a869998fb7	canonical:"величьство" || page:"величьство"
велиѥꙗдъ	велиѥꙗдъ|noun|7ae6cc0de8fd86f7	canonical:"велиѥꙗдъ" || page:"велиѥꙗдъ"
вель	велии|adj|76e2589d0fec9d05	page:"вель"
вельбѫдъ	вельбѫдъ|noun|c44d43f8b2637c57	canonical:"вельбѫдъ" || page:"вельбѫдъ"
вельможа	вельможа|noun|c924ee38bc343e18	canonical:"вельможа" || page:"вельможа"
велѣти	велѣти|verb|d3e8877ec0e775f2	canonical:"велѣти" || page:"велѣти"
вепрь	вепрь|noun|37c441171d9caff9	canonical:"вепрь" || page:"вепрь"
верѣꙗ	верѣꙗ|noun|ac72861399c0a174	canonical:"верѣꙗ" || page:"верѣꙗ"
веселити	веселити|verb|ce118482ae193276	canonical:"веселити" || page:"веселити"
веселъ	веселъ|adj|20d2cb15e45f06b5	canonical:"веселъ" || page:"веселъ"
весло	весло|noun|bf8e95c048c72a56	canonical:"весло" || page:"весло"
весна	весна|noun|0a8d590d67296090	canonical:"весна" || page:"весна"
вести	вести|verb|0590b8fe8b892ebf	canonical:"вести" || page:"вести"
вести	вести|verb|f675b812d82563b5	canonical:"вести" || page:"вести"
весь	вьсь|adj|215f53b5ed4302a8	alternative:"весь"
весь	вьсь|noun|8de699271bd799a9	alternative:"весь"
ветъхъ	ветъхъ|adj|c92d33416a5015ab	canonical:"ветъхъ" || page:"ветъхъ"
вечеръ	вечеръ|noun|4355416b5f7abe0f	canonical:"вечеръ" || page:"вечеръ"
вечерьница	вечерьница|noun|d990eca582045cef	canonical:"Вечерьница" || page:"Вечерьница"
вещь	вещь|noun|706352805e114923	canonical:"вещь" || page:"вещь"
вещьство	вещьство|noun|4042de2422e5b82c	canonical:"вещьство" || page:"вещьство"
взыити	възити|verb|b9cb886b0882d7df	alternative:"взыити"
взыти	възити|verb|b9cb886b0882d7df	alternative:"взыти"
вивлиотикарь	вивлиотикарь|noun|3b93df53773b6aaa	canonical:"вивлиотикарь" || page:"вивлиотикарь"
вивлотикарь	вивлиотикарь|noun|3b93df53773b6aaa	alternative:"вивлотикарь"
видимъ	видимъ|adj|d44f6fc93d47d6f9	canonical:"видимъ" || page:"видимъ"
видомъ	видомъ|adj|5a3b9d555c063ced	canonical:"видомъ" || page:"видомъ"
видъ	видъ|noun|ecd6e4aa926cba98	canonical:"видъ" || page:"видъ"
видьць	видьць|noun|0f0cff8b21c060ac	canonical:"видьць" || page:"видьць"
видѣти	видѣти|verb|708995acf618d2f5	canonical:"видѣти" || page:"видѣти"
вина	вина|noun|194bab2794283dd8	canonical:"вина" || page:"вина"
винарь	винарь|noun|9c6a14b12621d301	canonical:"винарь" || page:"винарь"
вино	вино|noun|9946ce45b3bdb440	canonical:"вино" || page:"вино"
виноградъ	виноградъ|noun|e7c4f804f9d09c20	canonical:"виноградъ" || page:"виноградъ"
виньникъ	виньникъ|noun|527c5d1ca5b720e2	canonical:"виньникъ" || page:"виньникъ"
висѣти	висѣти|verb|334fd275e3615320	canonical:"висѣти" || page:"висѣти"
витати	витати|verb|8ef433574eec1de1	canonical:"витати" || page:"витати"
вихъръ	вихъръ|noun|8fca898b4a992f3a	canonical:"вихъръ" || page:"вихъръ"
влага	влага|noun|9ee5d333d378ae4c	canonical:"влага" || page:"влага"
владати	владати|verb|1a32f339b2a7c4c9	canonical:"владати" || page:"владати"
владати	владѣти|verb|55b5e1ce892d95eb	alternative:"владати"
владычица	владычица|noun|b7c959ede743ead0	canonical:"владычица"
владѣти	владѣти|verb|55b5e1ce892d95eb	canonical:"владѣти" || page:"владѣти"
владꙑка	владꙑка|noun|7c7bbcfae2d311a4	canonical:"владꙑка" || page:"владꙑка"
владꙑчица	владычица|noun|b7c959ede743ead0	page:"владꙑчица"
владꙑчьствиѥ	владꙑчьствиѥ|noun|ab3626acc06c2f0a	canonical:"владꙑчьствиѥ" || page:"владꙑчьствиѥ"
владꙑчьство	владꙑчьство|noun|559c1d17c4394046	canonical:"владꙑчьство" || page:"владꙑчьство"
власвимисати	власвимисати|verb|641e89d4c91f608a	canonical:"власвимисати" || page:"власвимисати"
власвимиꙗ	власвимиꙗ|noun|b60d3e95bbcce0d3	canonical:"власвимиꙗ" || page:"власвимиꙗ"
властель	властел҄ь|noun|5c084c955377d883	page:"властель"
властел҄ь	властел҄ь|noun|5c084c955377d883	canonical:"властел҄ь" || source-canonical:"властел҄ь"
власти	власти|verb|98b89ec2a120cb54	canonical:"власти" || page:"власти"
власть	власть|noun|46e5e8607f2d22bd	canonical:"власть" || page:"власть"
власфимисати	власвимисати|verb|641e89d4c91f608a	alternative:"власфимисати"
власъ	власъ|noun|effad8669f50ede2	canonical:"власъ" || page:"власъ"
власѣнъ	власѣнъ|adj|7f4d648de7bc3e69	canonical:"власѣнъ" || page:"власѣнъ"
влахъ	влахъ|noun|1125806ffaa5b274	canonical:"влахъ" || page:"влахъ"
влъкъ	влькъ|noun|e03019cf3c009766	alternative:"влъкъ"
влънениѥ	вльнѥниѥ|noun|a017a8625825550f	page:"влънениѥ"
влъснѫти	влъснѫти|verb|c61082a756a00a48	canonical:"влъснѫти" || page:"влъснѫти"
влъхвъ	влъхвъ|noun|d14f094cc041f160	canonical:"влъхвъ" || page:"влъхвъ" || source-canonical:"влъхвъ"
влъчьць	влъчьць|noun|22b017d106e5b3ce	canonical:"влъчьць" || page:"влъчьць"
влъшьба	влъшьба|noun|53a52f7ea952b8c6	canonical:"влъшьба" || page:"влъшьба"
влъшьствиѥ	влъшьствиѥ|noun|eba6c081ab2090b1	canonical:"влъшьствиѥ" || page:"влъшьствиѥ"
влъшьство	влъшьство|noun|786527d54467807f	canonical:"влъшьство" || page:"влъшьство"
влькъ	влькъ|noun|e03019cf3c009766	canonical:"влькъ" || page:"влькъ"
вльнѥниѥ	вльнѥниѥ|noun|a017a8625825550f	canonical:"вльнѥниѥ"
вльчьць	вльчьць|noun|215eb2141b47301d	canonical:"вльчьць" || page:"вльчьць"
влѣщи	влѣщи|verb|fa82823269b55944	canonical:"влѣщи" || page:"влѣщи"
вода	вода|noun|f5dab839ac7f4661	canonical:"вода" || page:"вода"
водити	водити|verb|a52d3e708985e520	canonical:"водити" || page:"водити"
водонось	водонось|noun|bbecf7f538a69aaf	canonical:"водонось" || page:"водонось"
водьнъ	водьнъ|adj|9837ce6a05c4e64d	canonical:"водьнъ" || page:"водьнъ"
вождь	вождь|noun|0e447114993e6e6d	canonical:"вождь" || page:"вождь"
возити	возити|verb|e581075dca8361f7	canonical:"возити" || page:"возити"
возъ	возъ|noun|096ce552b062db3d	canonical:"возъ" || page:"возъ"
воина	воина|noun|f471d980d0df75a9	canonical:"воина" || page:"воина"
воинъ	воинъ|noun|e255f4d80f65b1a1	canonical:"воинъ" || page:"воинъ"
воиньство	воиньство|noun|f3dfe2bee4430b27	canonical:"воиньство" || page:"воиньство"
волъ	волъ|noun|bc8068d9b7d6e40b	canonical:"волъ" || page:"волъ"
вол҄ꙗ	вол҄ꙗ|noun|3e862d6c7eed6509	canonical:"вол҄ꙗ"
волꙗ	вол҄ꙗ|noun|3e862d6c7eed6509	page:"волꙗ"
вонꙗти	вонꙗти|verb|32c768739793d44f	canonical:"вонꙗти" || page:"вонꙗти"
воскъ	воскъ|noun|8a1d20145278486c	canonical:"воскъ" || page:"воскъ"
воурилъ	воурилъ|noun|6175cd2407e17229	canonical:"воурилъ" || page:"воурилъ"
вощага	вощага|noun|4dbaa8a7b4ddc1c6	canonical:"вощага" || page:"вощага"
воѥвати	воѥвати|verb|636566e2c0682927	canonical:"воѥвати" || page:"воѥвати"
воѥвода	воѥвода|noun|f2ce8715955b63ae	canonical:"воѥвода" || page:"воѥвода"
воѥводьство	воѥводьство|noun|51650ead6d1494f9	canonical:"воѥводьство" || page:"воѥводьство"
врабии	врабии|noun|93b7eb61f49564b5	canonical:"врабии" || page:"врабии"
вравиꙗ	вравиꙗ|noun|52e512a386100904	canonical:"вравиꙗ" || page:"вравиꙗ"
врагъ	врагъ|noun|8eb04918f509af0b	canonical:"врагъ" || page:"врагъ"
вражениѥ	вражениѥ|noun|c62264dfa7cd6f42	canonical:"вражениѥ" || page:"вражениѥ"
вражьда	вражьда|noun|76157e5cdc05e4bb	canonical:"вражьда" || page:"вражьда"
вранъ	вранъ|noun|a1b3ef462bee2d4e	canonical:"вранъ" || page:"вранъ"
враска	враска|noun|1dbc566421469376	canonical:"враска" || page:"враска"
врата	врата|noun|787fbd79651b90a1	canonical:"врата" || page:"врата"
вратарь	вратарь|noun|ab9dfcdbfbdbf830	canonical:"вратарь" || page:"вратарь"
вратити	вратити|verb|32b39b7c3643fc32	canonical:"вратити" || page:"вратити"
вратъ	вратъ|noun|bcd9828e53ad0030	canonical:"вратъ" || page:"вратъ"
вратъкъ	вратъкъ|adj|aa56797946a320b7	canonical:"вратъкъ" || page:"вратъкъ"
вратьникъ	вратьникъ|noun|51c5ae00d84f53e4	canonical:"вратьникъ" || page:"вратьникъ"
врачь	врачь|noun|1c0cf773835f177c	canonical:"врачь" || page:"врачь"
врачьба	врачьба|noun|0b4293a82f4a0922	canonical:"врачьба" || page:"врачьба"
връзѣꙗ	връзѣꙗ|noun|9a73987774d4d12c	canonical:"връзѣꙗ" || page:"връзѣꙗ"
връста	връста|noun|15d50b9f9a541f2c	canonical:"връста" || page:"връста"
врътъ	врътъ|noun|bba301b3775c759e	canonical:"врътъ" || page:"врътъ"
врътъпъ	врьтьпъ|noun|a073c296b21c7b92	page:"врътъпъ"
врьбиѥ	врьбиѥ|noun|9db00c9be7217b7e	canonical:"врьбиѥ" || page:"врьбиѥ"
врьвь	врьвь|noun|3e35a0ea89b4d9a1	canonical:"врьвь" || page:"врьвь"
врьгнѫти	врьгнѫти|verb|d9bf612043d46030	canonical:"врьгнѫти" || page:"врьгнѫти"
врьста	врьста|noun|206509d47908e8e9	canonical:"врьста" || page:"врьста"
врьтоградарь	врьтоградарь|noun|b9c56f8a832ffc76	canonical:"врьтоградарь" || page:"врьтоградарь"
врьтоградъ	врьтоградъ|noun|9f4cd0e96d00f280	canonical:"врьтоградъ" || page:"врьтоградъ"
врьтъ	врътъ|noun|bba301b3775c759e	alternative:"врьтъ"
врьтьпъ	врьтьпъ|noun|a073c296b21c7b92	canonical:"врьтьпъ"
врьтѣти	врьтѣти|verb|310036283f9d2e78	canonical:"врьтѣти" || page:"врьтѣти"
врьхъ	врьхъ|noun|f16c51d3eba3dad8	canonical:"врьхъ" || page:"врьхъ"
врѣдити	врѣдити|verb|e06e2b99c537c0d7	canonical:"врѣдити" || page:"врѣдити"
врѣдъ	врѣдъ|noun|5f07212fdaca93ab	canonical:"врѣдъ" || page:"врѣдъ"
врѣменьнъ	врѣменьнъ|adj|13f8a913161933fd	canonical:"врѣменьнъ" || page:"врѣменьнъ"
врѣмѧ	врѣмѧ|noun|8be9583e9a2b7dac	canonical:"врѣмѧ" || page:"врѣмѧ"
врѣтено	врѣтено|noun|0461c95ed09f3db4	canonical:"врѣтено" || page:"врѣтено"
врѣтище	врѣтище|noun|25c7be7beca7b032	canonical:"врѣтище" || page:"врѣтище"
врѣшти	врѣщи|verb|def2e5b3394b51d1	alternative:"врѣшти"
врѣщи	врѣщи|verb|def2e5b3394b51d1	canonical:"врѣщи" || page:"врѣщи"
въбдъ	въбдъ|noun|3d1f490399eb2c75	canonical:"въбдъ" || page:"въбдъ"
въвадити	въвадити|verb|2bad3e293730d57b	canonical:"въвадити" || page:"въвадити"
